,Measurement,Year,Country,Proportion,fCountry
4496,Weight,2006,Cambodia,0.518664047,Cambodia
4497,Calories,2007,Cambodia,0.712078652,Cambodia
4498,Fat,2007,Cambodia,0.234741784,Cambodia
4499,Protein,2007,Cambodia,0.701357466,Cambodia
4500,Weight,2007,Cambodia,0.512383403,Cambodia
4501,Calories,2008,Cambodia,0.71582397,Cambodia
4502,Fat,2008,Cambodia,0.253731343,Cambodia
4503,Protein,2008,Cambodia,0.71070615,Cambodia
4504,Weight,2008,Cambodia,0.510191083,Cambodia
4505,Calories,2009,Cambodia,0.712290503,Cambodia
4506,Fat,2009,Cambodia,0.248780488,Cambodia
4507,Protein,2009,Cambodia,0.707482993,Cambodia
4508,Weight,2009,Cambodia,0.506157247,Cambodia
4509,Calories,1961,Cameroon,0.243812533,Cameroon
4510,Fat,1961,Cameroon,0.335968379,Cameroon
4511,Protein,1961,Cameroon,0.2760181,Cameroon
4512,Weight,1961,Cameroon,0.164713269,Cameroon
4513,Calories,1962,Cameroon,0.238344683,Cameroon
4514,Fat,1962,Cameroon,0.338461538,Cameroon
4515,Protein,1962,Cameroon,0.275229358,Cameroon
4516,Weight,1962,Cameroon,0.165181347,Cameroon
4517,Calories,1963,Cameroon,0.222279261,Cameroon
4518,Fat,1963,Cameroon,0.354716981,Cameroon
4519,Protein,1963,Cameroon,0.256756757,Cameroon
4520,Weight,1963,Cameroon,0.158902487,Cameroon
4521,Calories,1964,Cameroon,0.210606833,Cameroon
4522,Fat,1964,Cameroon,0.341085271,Cameroon
4523,Protein,1964,Cameroon,0.248291572,Cameroon
4524,Weight,1964,Cameroon,0.197229809,Cameroon
4525,Calories,1965,Cameroon,0.218800648,Cameroon
4526,Fat,1965,Cameroon,0.396226415,Cameroon
4527,Protein,1965,Cameroon,0.251764706,Cameroon
4528,Weight,1965,Cameroon,0.179498177,Cameroon
4529,Calories,1966,Cameroon,0.200104221,Cameroon
4530,Fat,1966,Cameroon,0.454861111,Cameroon
4531,Protein,1966,Cameroon,0.227477477,Cameroon
4532,Weight,1966,Cameroon,0.171348315,Cameroon
4533,Calories,1967,Cameroon,0.190401669,Cameroon
4534,Fat,1967,Cameroon,0.385350318,Cameroon
4535,Protein,1967,Cameroon,0.231325301,Cameroon
4536,Weight,1967,Cameroon,0.177029703,Cameroon
4537,Calories,1968,Cameroon,0.203535354,Cameroon
4538,Fat,1968,Cameroon,0.391044776,Cameroon
4539,Protein,1968,Cameroon,0.248826291,Cameroon
4540,Weight,1968,Cameroon,0.176424668,Cameroon
4541,Calories,1969,Cameroon,0.219319862,Cameroon
4542,Fat,1969,Cameroon,0.380697051,Cameroon
4543,Protein,1969,Cameroon,0.253796095,Cameroon
4544,Weight,1969,Cameroon,0.146581811,Cameroon
4545,Calories,1970,Cameroon,0.21910389,Cameroon
4546,Fat,1970,Cameroon,0.418230563,Cameroon
4547,Protein,1970,Cameroon,0.252155172,Cameroon
4548,Weight,1970,Cameroon,0.160670978,Cameroon
4549,Calories,1971,Cameroon,0.218330134,Cameroon
4550,Fat,1971,Cameroon,0.423173804,Cameroon
4551,Protein,1971,Cameroon,0.251572327,Cameroon
4552,Weight,1971,Cameroon,0.168730032,Cameroon
4553,Calories,1972,Cameroon,0.210080075,Cameroon
4554,Fat,1972,Cameroon,0.415,Cameroon
4555,Protein,1972,Cameroon,0.241237113,Cameroon
4556,Weight,1972,Cameroon,0.166634781,Cameroon
4557,Calories,1973,Cameroon,0.210800568,Cameroon
4558,Fat,1973,Cameroon,0.409793814,Cameroon
4559,Protein,1973,Cameroon,0.250535332,Cameroon
4560,Weight,1973,Cameroon,0.176226415,Cameroon
4561,Calories,1974,Cameroon,0.210691824,Cameroon
4562,Fat,1974,Cameroon,0.383863081,Cameroon
4563,Protein,1974,Cameroon,0.248484848,Cameroon
4564,Weight,1974,Cameroon,0.188454707,Cameroon
4565,Calories,1975,Cameroon,0.201634877,Cameroon
4566,Fat,1975,Cameroon,0.357142857,Cameroon
4567,Protein,1975,Cameroon,0.232604374,Cameroon
4568,Weight,1975,Cameroon,0.170189896,Cameroon
4569,Calories,1976,Cameroon,0.213084112,Cameroon
4570,Fat,1976,Cameroon,0.352941176,Cameroon
4571,Protein,1976,Cameroon,0.244897959,Cameroon
4572,Weight,1976,Cameroon,0.165539271,Cameroon
4573,Calories,1977,Cameroon,0.209929078,Cameroon
4574,Fat,1977,Cameroon,0.264935065,Cameroon
4575,Protein,1977,Cameroon,0.251072961,Cameroon
4576,Weight,1977,Cameroon,0.180260708,Cameroon
4577,Calories,1978,Cameroon,0.190407674,Cameroon
4578,Fat,1978,Cameroon,0.279569892,Cameroon
4579,Protein,1978,Cameroon,0.234234234,Cameroon
4580,Weight,1978,Cameroon,0.215318991,Cameroon
4581,Calories,1979,Cameroon,0.179267713,Cameroon
4582,Fat,1979,Cameroon,0.297435897,Cameroon
4583,Protein,1979,Cameroon,0.218061674,Cameroon
4584,Weight,1979,Cameroon,0.212495324,Cameroon
4585,Calories,1980,Cameroon,0.170684667,Cameroon
4586,Fat,1980,Cameroon,0.298245614,Cameroon
4587,Protein,1980,Cameroon,0.21040724,Cameroon
4588,Weight,1980,Cameroon,0.21916258,Cameroon
4589,Calories,1981,Cameroon,0.175012395,Cameroon
4590,Fat,1981,Cameroon,0.32460733,Cameroon
4591,Protein,1981,Cameroon,0.21627907,Cameroon
4592,Weight,1981,Cameroon,0.22572129,Cameroon
4593,Calories,1982,Cameroon,0.168567179,Cameroon
4594,Fat,1982,Cameroon,0.327225131,Cameroon
4595,Protein,1982,Cameroon,0.209411765,Cameroon
4596,Weight,1982,Cameroon,0.224790308,Cameroon
4597,Calories,1983,Cameroon,0.162884518,Cameroon
4598,Fat,1983,Cameroon,0.372340426,Cameroon
4599,Protein,1983,Cameroon,0.209359606,Cameroon
4600,Weight,1983,Cameroon,0.254779481,Cameroon
4601,Calories,1984,Cameroon,0.162034609,Cameroon
4602,Fat,1984,Cameroon,0.387811634,Cameroon
4603,Protein,1984,Cameroon,0.219512195,Cameroon
4604,Weight,1984,Cameroon,0.213046621,Cameroon
4605,Calories,1985,Cameroon,0.166149068,Cameroon
4606,Fat,1985,Cameroon,0.389041096,Cameroon
4607,Protein,1985,Cameroon,0.2,Cameroon
4608,Weight,1985,Cameroon,0.233608719,Cameroon
4609,Calories,1986,Cameroon,0.156438632,Cameroon
4610,Fat,1986,Cameroon,0.392330383,Cameroon
4611,Protein,1986,Cameroon,0.208108108,Cameroon
4612,Weight,1986,Cameroon,0.224289581,Cameroon
4613,Calories,1987,Cameroon,0.154755508,Cameroon
4614,Fat,1987,Cameroon,0.407185629,Cameroon
4615,Protein,1987,Cameroon,0.214689266,Cameroon
4616,Weight,1987,Cameroon,0.18980601,Cameroon
4617,Calories,1988,Cameroon,0.143873085,Cameroon
4618,Fat,1988,Cameroon,0.404129794,Cameroon
4619,Protein,1988,Cameroon,0.190082645,Cameroon
4620,Weight,1988,Cameroon,0.184253247,Cameroon
4621,Calories,1989,Cameroon,0.138337802,Cameroon
4622,Fat,1989,Cameroon,0.44057971,Cameroon
4623,Protein,1989,Cameroon,0.18630137,Cameroon
4624,Weight,1989,Cameroon,0.203561311,Cameroon
4625,Calories,1990,Cameroon,0.156883671,Cameroon
4626,Fat,1990,Cameroon,0.43620178,Cameroon
4627,Protein,1990,Cameroon,0.197771588,Cameroon
4628,Weight,1990,Cameroon,0.19105294,Cameroon
4629,Calories,1991,Cameroon,0.175373134,Cameroon
4630,Fat,1991,Cameroon,0.425531915,Cameroon
4631,Protein,1991,Cameroon,0.233870968,Cameroon
4632,Weight,1991,Cameroon,0.188068952,Cameroon
4633,Calories,1992,Cameroon,0.179278822,Cameroon
4634,Fat,1992,Cameroon,0.422960725,Cameroon
4635,Protein,1992,Cameroon,0.237851662,Cameroon
4636,Weight,1992,Cameroon,0.192748092,Cameroon
4637,Calories,1993,Cameroon,0.16031746,Cameroon
4638,Fat,1993,Cameroon,0.429447853,Cameroon
4639,Protein,1993,Cameroon,0.213903743,Cameroon
4640,Weight,1993,Cameroon,0.200732036,Cameroon
4641,Calories,1994,Cameroon,0.170157068,Cameroon
4642,Fat,1994,Cameroon,0.401179941,Cameroon
4643,Protein,1994,Cameroon,0.221649485,Cameroon
4644,Weight,1994,Cameroon,0.205768486,Cameroon
4645,Calories,1995,Cameroon,0.172807473,Cameroon
4646,Fat,1995,Cameroon,0.416167665,Cameroon
4647,Protein,1995,Cameroon,0.226804124,Cameroon
4648,Weight,1995,Cameroon,0.20175606,Cameroon
4649,Calories,1996,Cameroon,0.183289817,Cameroon
4650,Fat,1996,Cameroon,0.392523364,Cameroon
4651,Protein,1996,Cameroon,0.234693878,Cameroon
4652,Weight,1996,Cameroon,0.211189913,Cameroon
4653,Calories,1997,Cameroon,0.170523139,Cameroon
4654,Fat,1997,Cameroon,0.401215805,Cameroon
4655,Protein,1997,Cameroon,0.22029703,Cameroon
4656,Weight,1997,Cameroon,0.19017218,Cameroon
4657,Calories,1998,Cameroon,0.172344689,Cameroon
4658,Fat,1998,Cameroon,0.422413793,Cameroon
4659,Protein,1998,Cameroon,0.218446602,Cameroon
4660,Weight,1998,Cameroon,0.188842025,Cameroon
4661,Calories,1999,Cameroon,0.215530114,Cameroon
4662,Fat,1999,Cameroon,0.426630435,Cameroon
4663,Protein,1999,Cameroon,0.265734266,Cameroon
4664,Weight,1999,Cameroon,0.180609851,Cameroon
4665,Calories,2000,Cameroon,0.192192192,Cameroon
4666,Fat,2000,Cameroon,0.408719346,Cameroon
4667,Protein,2000,Cameroon,0.233256351,Cameroon
4668,Weight,2000,Cameroon,0.179980373,Cameroon
4669,Calories,2001,Cameroon,0.156614786,Cameroon
4670,Fat,2001,Cameroon,0.342182891,Cameroon
4671,Protein,2001,Cameroon,0.187637969,Cameroon
4672,Weight,2001,Cameroon,0.17697394,Cameroon
4673,Calories,2002,Cameroon,0.13510942,Cameroon
4674,Fat,2002,Cameroon,0.406649616,Cameroon
4675,Protein,2002,Cameroon,0.167410714,Cameroon
4676,Weight,2002,Cameroon,0.176029242,Cameroon
4677,Calories,2003,Cameroon,0.149045179,Cameroon
4678,Fat,2003,Cameroon,0.389705882,Cameroon
4679,Protein,2003,Cameroon,0.184615385,Cameroon
4680,Weight,2003,Cameroon,0.175893887,Cameroon
4681,Calories,2004,Cameroon,0.150507849,Cameroon
4682,Fat,2004,Cameroon,0.388613861,Cameroon
4683,Protein,2004,Cameroon,0.186956522,Cameroon
4684,Weight,2004,Cameroon,0.174327675,Cameroon
4685,Calories,2005,Cameroon,0.153284672,Cameroon
4686,Fat,2005,Cameroon,0.405263158,Cameroon
4687,Protein,2005,Cameroon,0.188841202,Cameroon
4688,Weight,2005,Cameroon,0.191250701,Cameroon
4689,Calories,2006,Cameroon,0.146245059,Cameroon
4690,Fat,2006,Cameroon,0.417789757,Cameroon
4691,Protein,2006,Cameroon,0.157786885,Cameroon
4692,Weight,2006,Cameroon,0.191133345,Cameroon
4693,Calories,2007,Cameroon,0.148731409,Cameroon
4694,Fat,2007,Cameroon,0.431818182,Cameroon
4695,Protein,2007,Cameroon,0.156822811,Cameroon
4696,Weight,2007,Cameroon,0.187863674,Cameroon
4697,Calories,2008,Cameroon,0.146909399,Cameroon
4698,Fat,2008,Cameroon,0.430635838,Cameroon
4699,Protein,2008,Cameroon,0.153543307,Cameroon
4700,Weight,2008,Cameroon,0.190545104,Cameroon
4701,Calories,2009,Cameroon,0.141020146,Cameroon
4702,Fat,2009,Cameroon,0.435294118,Cameroon
4703,Protein,2009,Cameroon,0.157170923,Cameroon
4704,Weight,2009,Cameroon,0.182926829,Cameroon
4705,Calories,1961,Canada,0.329479769,Canada
4706,Fat,1961,Canada,0.339483395,Canada
4707,Protein,1961,Canada,0.569230769,Canada
4708,Weight,1961,Canada,0.169516264,Canada
4709,Calories,1962,Canada,0.327508455,Canada
4710,Fat,1962,Canada,0.318518519,Canada
4711,Protein,1962,Canada,0.567567568,Canada
4712,Weight,1962,Canada,0.166871417,Canada
4713,Calories,1963,Canada,0.348501665,Canada
4714,Fat,1963,Canada,0.356877323,Canada
4715,Protein,1963,Canada,0.58908046,Canada
4716,Weight,1963,Canada,0.178762887,Canada
4717,Calories,1964,Canada,0.309090909,Canada
4718,Fat,1964,Canada,0.393382353,Canada
4719,Protein,1964,Canada,0.536050157,Canada
4720,Weight,1964,Canada,0.169322286,Canada
4721,Calories,1965,Canada,0.340217391,Canada
4722,Fat,1965,Canada,0.357638889,Canada
4723,Protein,1965,Canada,0.569832402,Canada
4724,Weight,1965,Canada,0.177419355,Canada
4725,Calories,1966,Canada,0.302980132,Canada
4726,Fat,1966,Canada,0.319078947,Canada
4727,Protein,1966,Canada,0.544072948,Canada
4728,Weight,1966,Canada,0.169869174,Canada
4729,Calories,1967,Canada,0.305908338,Canada
4730,Fat,1967,Canada,0.289719626,Canada
4731,Protein,1967,Canada,0.552147239,Canada
4732,Weight,1967,Canada,0.164973588,Canada
4733,Calories,1968,Canada,0.304803976,Canada
4734,Fat,1968,Canada,0.270516717,Canada
4735,Protein,1968,Canada,0.547112462,Canada
4736,Weight,1968,Canada,0.163439984,Canada
4737,Calories,1969,Canada,0.306199461,Canada
4738,Fat,1969,Canada,0.269794721,Canada
4739,Protein,1969,Canada,0.567484663,Canada
4740,Weight,1969,Canada,0.167236869,Canada
4741,Calories,1970,Canada,0.301733478,Canada
4742,Fat,1970,Canada,0.331378299,Canada
4743,Protein,1970,Canada,0.555214724,Canada
4744,Weight,1970,Canada,0.161200557,Canada
4745,Calories,1971,Canada,0.285242291,Canada
4746,Fat,1971,Canada,0.272727273,Canada
4747,Protein,1971,Canada,0.521604938,Canada
4748,Weight,1971,Canada,0.163,Canada
4749,Calories,1972,Canada,0.291487069,Canada
4750,Fat,1972,Canada,0.271978022,Canada
4751,Protein,1972,Canada,0.543209877,Canada
4752,Weight,1972,Canada,0.168812877,Canada
4753,Calories,1973,Canada,0.288572933,Canada
4754,Fat,1973,Canada,0.293650794,Canada
4755,Protein,1973,Canada,0.53776435,Canada
4756,Weight,1973,Canada,0.169230769,Canada
4757,Calories,1974,Canada,0.286472149,Canada
4758,Fat,1974,Canada,0.305405405,Canada
4759,Protein,1974,Canada,0.530120482,Canada
4760,Weight,1974,Canada,0.167320995,Canada
4761,Calories,1975,Canada,0.292447777,Canada
4762,Fat,1975,Canada,0.275132275,Canada
4763,Protein,1975,Canada,0.53776435,Canada
4764,Weight,1975,Canada,0.163129729,Canada
4765,Calories,1976,Canada,0.292486132,Canada
4766,Fat,1976,Canada,0.263888889,Canada
4767,Protein,1976,Canada,0.536931818,Canada
4768,Weight,1976,Canada,0.152825112,Canada
4769,Calories,1977,Canada,0.284623218,Canada
4770,Fat,1977,Canada,0.295348837,Canada
4771,Protein,1977,Canada,0.53372434,Canada
4772,Weight,1977,Canada,0.155051324,Canada
4773,Calories,1978,Canada,0.274805195,Canada
4774,Fat,1978,Canada,0.32,Canada
4775,Protein,1978,Canada,0.507374631,Canada
4776,Weight,1978,Canada,0.150232226,Canada
4777,Calories,1979,Canada,0.269587629,Canada
4778,Fat,1979,Canada,0.375824176,Canada
4779,Protein,1979,Canada,0.501474926,Canada
4780,Weight,1979,Canada,0.151058988,Canada
4781,Calories,1980,Canada,0.281945163,Canada
4782,Fat,1980,Canada,0.389247312,Canada
4783,Protein,1980,Canada,0.51754386,Canada
4784,Weight,1980,Canada,0.149712437,Canada
4785,Calories,1981,Canada,0.2462022,Canada
4786,Fat,1981,Canada,0.418947368,Canada
4787,Protein,1981,Canada,0.456716418,Canada
4788,Weight,1981,Canada,0.152322524,Canada
4789,Calories,1982,Canada,0.274381001,Canada
4790,Fat,1982,Canada,0.404081633,Canada
4791,Protein,1982,Canada,0.490304709,Canada
4792,Weight,1982,Canada,0.144672702,Canada
4793,Calories,1983,Canada,0.272210744,Canada
4794,Fat,1983,Canada,0.422619048,Canada
4795,Protein,1983,Canada,0.511904762,Canada
4796,Weight,1983,Canada,0.15009678,Canada
4797,Calories,1984,Canada,0.271253071,Canada
4798,Fat,1984,Canada,0.448598131,Canada
4799,Protein,1984,Canada,0.512893983,Canada
4800,Weight,1984,Canada,0.144617491,Canada
4801,Calories,1985,Canada,0.27504817,Canada
4802,Fat,1985,Canada,0.476868327,Canada
4803,Protein,1985,Canada,0.519553073,Canada
4804,Weight,1985,Canada,0.145729507,Canada
4805,Calories,1986,Canada,0.259033318,Canada
4806,Fat,1986,Canada,0.534883721,Canada
4807,Protein,1986,Canada,0.482573727,Canada
4808,Weight,1986,Canada,0.142067058,Canada
4809,Calories,1987,Canada,0.261009174,Canada
4810,Fat,1987,Canada,0.541038526,Canada
4811,Protein,1987,Canada,0.470737913,Canada
4812,Weight,1987,Canada,0.138790036,Canada
4813,Calories,1988,Canada,0.272903539,Canada
4814,Fat,1988,Canada,0.545614035,Canada
4815,Protein,1988,Canada,0.493188011,Canada
4816,Weight,1988,Canada,0.140937224,Canada
4817,Calories,1989,Canada,0.273300971,Canada
4818,Fat,1989,Canada,0.531141869,Canada
4819,Protein,1989,Canada,0.502793296,Canada
4820,Weight,1989,Canada,0.137367414,Canada
4821,Calories,1990,Canada,0.270853308,Canada
4822,Fat,1990,Canada,0.504302926,Canada
4823,Protein,1990,Canada,0.482573727,Canada
4824,Weight,1990,Canada,0.136268344,Canada
4825,Calories,1991,Canada,0.261669024,Canada
4826,Fat,1991,Canada,0.555910543,Canada
4827,Protein,1991,Canada,0.453608247,Canada
4828,Weight,1991,Canada,0.135682023,Canada
4829,Calories,1992,Canada,0.249196879,Canada
4830,Fat,1992,Canada,0.542503864,Canada
4831,Protein,1992,Canada,0.439897698,Canada
4832,Weight,1992,Canada,0.141778235,Canada
4833,Calories,1993,Canada,0.255261979,Canada
4834,Fat,1993,Canada,0.574018127,Canada
4835,Protein,1993,Canada,0.458227848,Canada
4836,Weight,1993,Canada,0.137842903,Canada
4837,Calories,1994,Canada,0.262814944,Canada
4838,Fat,1994,Canada,0.622754491,Canada
4839,Protein,1994,Canada,0.45823389,Canada
4840,Weight,1994,Canada,0.141015179,Canada
4841,Calories,1995,Canada,0.258008658,Canada
4842,Fat,1995,Canada,0.630747126,Canada
4843,Protein,1995,Canada,0.464720195,Canada
4844,Weight,1995,Canada,0.137354532,Canada
4845,Calories,1996,Canada,0.253450439,Canada
4846,Fat,1996,Canada,0.567385445,Canada
4847,Protein,1996,Canada,0.460992908,Canada
4848,Weight,1996,Canada,0.142104423,Canada
4849,Calories,1997,Canada,0.253259581,Canada
4850,Fat,1997,Canada,0.594730238,Canada
4851,Protein,1997,Canada,0.465011287,Canada
4852,Weight,1997,Canada,0.139226692,Canada
4853,Calories,1998,Canada,0.257605689,Canada
4854,Fat,1998,Canada,0.610696517,Canada
4855,Protein,1998,Canada,0.475113122,Canada
4856,Weight,1998,Canada,0.143763541,Canada
4857,Calories,1999,Canada,0.254609651,Canada
4858,Fat,1999,Canada,0.554980595,Canada
4859,Protein,1999,Canada,0.447537473,Canada
4860,Weight,1999,Canada,0.137347561,Canada
4861,Calories,2000,Canada,0.25518591,Canada
4862,Fat,2000,Canada,0.541558442,Canada
4863,Protein,2000,Canada,0.462555066,Canada
4864,Weight,2000,Canada,0.137761378,Canada
4865,Calories,2001,Canada,0.255768479,Canada
4866,Fat,2001,Canada,0.541005291,Canada
4867,Protein,2001,Canada,0.468888889,Canada
4868,Weight,2001,Canada,0.136454953,Canada
4869,Calories,2002,Canada,0.255244755,Canada
4870,Fat,2002,Canada,0.496493689,Canada
4871,Protein,2002,Canada,0.466960352,Canada
4872,Weight,2002,Canada,0.134627047,Canada
4873,Calories,2003,Canada,0.246242775,Canada
4874,Fat,2003,Canada,0.538952746,Canada
4875,Protein,2003,Canada,0.460850112,Canada
4876,Weight,2003,Canada,0.134957826,Canada
4877,Calories,2004,Canada,0.249515692,Canada
4878,Fat,2004,Canada,0.50928382,Canada
4879,Protein,2004,Canada,0.461197339,Canada
4880,Weight,2004,Canada,0.135682275,Canada
4881,Calories,2005,Canada,0.251355538,Canada
4882,Fat,2005,Canada,0.517241379,Canada
4883,Protein,2005,Canada,0.466517857,Canada
4884,Weight,2005,Canada,0.136231884,Canada
4885,Calories,2006,Canada,0.25503876,Canada
4886,Fat,2006,Canada,0.531662269,Canada
4887,Protein,2006,Canada,0.460869565,Canada
4888,Weight,2006,Canada,0.136935831,Canada
4889,Calories,2007,Canada,0.253021442,Canada
4890,Fat,2007,Canada,0.518276762,Canada
4891,Protein,2007,Canada,0.455337691,Canada
4892,Weight,2007,Canada,0.13516801,Canada
4893,Calories,2008,Canada,0.248137985,Canada
4894,Fat,2008,Canada,0.513409962,Canada
4895,Protein,2008,Canada,0.44812362,Canada
4896,Weight,2008,Canada,0.135831752,Canada
4897,Calories,2009,Canada,0.256936068,Canada
4898,Fat,2009,Canada,0.514724712,Canada
4899,Protein,2009,Canada,0.447368421,Canada
4900,Weight,2009,Canada,0.137091608,Canada
4901,Calories,1961,Cape Verde,0.545396825,Cape Verde
4902,Fat,1961,Cape Verde,0.446601942,Cape Verde
4903,Protein,1961,Cape Verde,0.588541667,Cape Verde
4904,Weight,1961,Cape Verde,0.369662921,Cape Verde
4905,Calories,1962,Cape Verde,0.484745763,Cape Verde
4906,Fat,1962,Cape Verde,0.398963731,Cape Verde
4907,Protein,1962,Cape Verde,0.488311688,Cape Verde
4908,Weight,1962,Cape Verde,0.317970565,Cape Verde
4909,Calories,1963,Cape Verde,0.463642909,Cape Verde
4910,Fat,1963,Cape Verde,0.375,Cape Verde
4911,Protein,1963,Cape Verde,0.461956522,Cape Verde
4912,Weight,1963,Cape Verde,0.305154639,Cape Verde
4913,Calories,1964,Cape Verde,0.486129458,Cape Verde
4914,Fat,1964,Cape Verde,0.395,Cape Verde
4915,Protein,1964,Cape Verde,0.496163683,Cape Verde
4916,Weight,1964,Cape Verde,0.324251727,Cape Verde
4917,Calories,1965,Cape Verde,0.456978967,Cape Verde
4918,Fat,1965,Cape Verde,0.358139535,Cape Verde
4919,Protein,1965,Cape Verde,0.448931116,Cape Verde
4920,Weight,1965,Cape Verde,0.307233408,Cape Verde
4921,Calories,1966,Cape Verde,0.491727333,Cape Verde
4922,Fat,1966,Cape Verde,0.412371134,Cape Verde
4923,Protein,1966,Cape Verde,0.496202532,Cape Verde
4924,Weight,1966,Cape Verde,0.338089576,Cape Verde
4925,Calories,1967,Cape Verde,0.493123772,Cape Verde
4926,Fat,1967,Cape Verde,0.395121951,Cape Verde
4927,Protein,1967,Cape Verde,0.525198939,Cape Verde
4928,Weight,1967,Cape Verde,0.327899924,Cape Verde
4929,Calories,1968,Cape Verde,0.532601235,Cape Verde
4930,Fat,1968,Cape Verde,0.398104265,Cape Verde
4931,Protein,1968,Cape Verde,0.615615616,Cape Verde
4932,Weight,1968,Cape Verde,0.372909699,Cape Verde
4933,Calories,1969,Cape Verde,0.481723238,Cape Verde
4934,Fat,1969,Cape Verde,0.372641509,Cape Verde
4935,Protein,1969,Cape Verde,0.568914956,Cape Verde
4936,Weight,1969,Cape Verde,0.314285714,Cape Verde
4937,Calories,1970,Cape Verde,0.511842105,Cape Verde
4938,Fat,1970,Cape Verde,0.422110553,Cape Verde
4939,Protein,1970,Cape Verde,0.606508876,Cape Verde
4940,Weight,1970,Cape Verde,0.350588235,Cape Verde
4941,Calories,1971,Cape Verde,0.463562753,Cape Verde
4942,Fat,1971,Cape Verde,0.342592593,Cape Verde
4943,Protein,1971,Cape Verde,0.532352941,Cape Verde
4944,Weight,1971,Cape Verde,0.332350463,Cape Verde
4945,Calories,1972,Cape Verde,0.45942492,Cape Verde
4946,Fat,1972,Cape Verde,0.368421053,Cape Verde
4947,Protein,1972,Cape Verde,0.496062992,Cape Verde
4948,Weight,1972,Cape Verde,0.3507431,Cape Verde
4949,Calories,1973,Cape Verde,0.425697599,Cape Verde
4950,Fat,1973,Cape Verde,0.339712919,Cape Verde
4951,Protein,1973,Cape Verde,0.439086294,Cape Verde
4952,Weight,1973,Cape Verde,0.311184482,Cape Verde
4953,Calories,1974,Cape Verde,0.501006036,Cape Verde
4954,Fat,1974,Cape Verde,0.39408867,Cape Verde
4955,Protein,1974,Cape Verde,0.529569892,Cape Verde
4956,Weight,1974,Cape Verde,0.343612335,Cape Verde
4957,Calories,1975,Cape Verde,0.550654721,Cape Verde
4958,Fat,1975,Cape Verde,0.455026455,Cape Verde
4959,Protein,1975,Cape Verde,0.545454545,Cape Verde
4960,Weight,1975,Cape Verde,0.389312977,Cape Verde
4961,Calories,1976,Cape Verde,0.553014553,Cape Verde
4962,Fat,1976,Cape Verde,0.464864865,Cape Verde
4963,Protein,1976,Cape Verde,0.584958217,Cape Verde
4964,Weight,1976,Cape Verde,0.401754386,Cape Verde
4965,Calories,1977,Cape Verde,0.471801926,Cape Verde
4966,Fat,1977,Cape Verde,0.385416667,Cape Verde
4967,Protein,1977,Cape Verde,0.538690476,Cape Verde
4968,Weight,1977,Cape Verde,0.328744264,Cape Verde
